HDR|path|body|mass_kg|vol_cm3|area_cm2|cx_cm|cy_cm|cz_cm|Ixx|Iyy|Izz|Ixy|Iyz|Ixz|material|density|visible|lightbulb|solid
/Avionics Shell v87:1|Body14|4.11399e-05|0.0235619|0.524904|-59.2|4.5|2.4908|0.00108892|0.144436|0.145015|0.0109597|-0.000461126|0.00606636|Avionics|1746.03|1|1|1
/Avionics Shell v87:1|Body17|4.11399e-05|0.0235619|0.524904|-59.303|-0.97612|2.4908|0.000295031|0.144938|0.144723|-0.00238147|0.000100026|0.00607692|Avionics|1746.03|1|1|1
/Avionics Shell v87:1|AVIONICS BAY|0.00664126|3.80363|74.4627|-46.769|0.20523|2.4896|0.0894996|14.5738|14.5809|0.0637452|-0.00339695|0.773285|Avionics|1746.03|1|1|1
/Avionics Shell v87:1|Body121|2.1427e-05|0.0122718|0.294524|-59.763|-2.9957|2.5305|0.000329691|0.0766671|0.0767222|-0.00383617|0.000162429|0.00324038|Avionics|1746.03|1|1|1
/Avionics Shell v87:1|Body122|2.1427e-05|0.0122718|0.294524|-59.063|0.0042805|-0.74253|1.20097e-05|0.0747595|0.0747476|5.41722e-06|6.81045e-08|-0.000939715|Avionics|1746.03|0|0|1
/Avionics Shell v87:1|Body123|2.1427e-05|0.0122718|0.294524|-60.852|0.35133|-0.74253|1.4654e-05|0.0793558|0.0793466|0.000458087|5.58971e-06|-0.000968176|Avionics|1746.03|0|0|1
/Avionics Shell v87:1|Body124|2.1427e-05|0.0122718|0.294524|-62.102|-0.025006|-0.74253|1.20227e-05|0.0826497|0.0826378|-3.32747e-05|-3.97853e-07|-0.000988068|Avionics|1746.03|1|1|1
/Avionics Shell v87:1|Body128|0.0123595|7.07864|136.494|-52.425|0.20529|2.4901|0.166605|34.0834|34.0966|0.133011|-0.00632497|1.61341|Avionics|1746.03|1|1|1
/Avionics Shell v87:1|Body126|0.0278547|15.9531|106.349|-52.876|0.049711|2.9608|1.16241|78.5446|78.3769|0.0732088|-0.00406431|4.35831|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1|Body3|3.94314e-05|0.0225834|0.753911|-56.528|4.0286|2.368|0.000862428|0.126222|0.126642|0.0089796|-0.000376156|0.00527814|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1|Body1|0.0580374|33.2396|331.327|-53.415|0.032924|-1.0052|0.346044|167.64|167.866|0.099021|0.00172558|-3.13423|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1/BatteryZeee3S100C8000mAh11.1V v4:1|Body1|0.412987|236.529|284.426|-48.434|-2.0596|0.73247|2.99313|979.092|980.934|-41.1924|0.621607|14.658|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1/BatteryZeee3S100C8000mAh11.1V v4 (1):1|Body1|0.412987|236.529|284.426|-48.434|2.4404|0.73247|3.70088|979.092|981.642|48.8188|-0.739655|14.658|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/Board:1|Board|0.0011697|0.66992|10.8777|-60.628|3.0337|-0.54103|0.0114071|4.30049|4.31121|0.215141|0.00191988|-0.0383684|Avionics|1746.03|1|1|1
