timestamp,can_msg.data,can_msg.dlc,can_msg.id,header.frame_id,header.stamp.nanosec,header.stamp.sec,runs_aborted,runs_ok,total_runtime
1763324946268926218,[  0  42   0  16   0   0  51 137],8,259,Statistics,268619591,1763324946,16,42,13193
1763324947267797541,[  0  42   0  16   0   0  51 138],8,259,Statistics,267313824,1763324947,16,42,13194
1763324948279914308,[  0  42   0  16   0   0  51 139],8,259,Statistics,279341343,1763324948,16,42,13195
1763324949280869346,[  0  42   0  16   0   0  51 140],8,259,Statistics,279440372,1763324949,16,42,13196
1763324950279102188,[  0  42   0  16   0   0  51 141],8,259,Statistics,278912651,1763324950,16,42,13197
1763324951281918090,[  0  42   0  16   0   0  51 142],8,259,Statistics,281714280,1763324951,16,42,13198
1763324952292268151,[  0  42   0  16   0   0  51 143],8,259,Statistics,291555472,1763324952,16,42,13199
1763324953297100503,[  0  42   0  16   0   0  51 144],8,259,Statistics,296812596,1763324953,16,42,13200
1763324954296968911,[  0  42   0  16   0   0  51 145],8,259,Statistics,296439242,1763324954,16,42,13201
1763324955297653207,[  0  42   0  16   0   0  51 146],8,259,Statistics,297092145,1763324955,16,42,13202
1763324956306211889,[  0  42   0  16   0   0  51 147],8,259,Statistics,305650731,1763324956,16,42,13203
1763324957305274711,[  0  42   0  16   0   0  51 148],8,259,Statistics,304826707,1763324957,16,42,13204
1763324958305579249,[  0  42   0  16   0   0  51 149],8,259,Statistics,305315566,1763324958,16,42,13205
1763324959312514226,[  0  42   0  16   0   0  51 150],8,259,Statistics,312289743,1763324959,16,42,13206
1763324960313035804,[  0  42   0  16   0   0  51 151],8,259,Statistics,311845745,1763324960,16,42,13207
1763324961319129380,[  0  42   0  16   0   0  51 152],8,259,Statistics,318627327,1763324961,16,42,13208
1763324962318271664,[  0  42   0  16   0   0  51 153],8,259,Statistics,317712298,1763324962,16,42,13209
1763324963320971941,[  0  42   0  16   0   0  51 154],8,259,Statistics,320612194,1763324963,16,42,13210
1763324964328237486,[  0  42   0  16   0   0  51 155],8,259,Statistics,327573031,1763324964,16,42,13211
1763324965327156141,[  0  42   0  16   0   0  51 156],8,259,Statistics,326906859,1763324965,16,42,13212
1763324966330182972,[  0  42   0  16   0   0  51 157],8,259,Statistics,329782168,1763324966,16,42,13213
